"Time","Subsystem #1|Substep|box|Boost|ILpv1","Subsystem #1|Substep|box|Node Voltages|S1) VPV1"
0.0,0.006569137691,0.06197204535
5.0E-5,0.006700644784,0.06183967803
1.0E-4,0.006531870609,0.06210468628
1.5E-4,0.006663935945,0.06200382562
2.0E-4,0.006495781411,0.06228872454
2.5E-4,0.006678594529,0.06218295535
3.0E-4,0.006510948777,0.06237854694
3.5E-4,0.006643939244,0.06222780386
4.0E-4,0.006476535837,0.0624776445
4.5E-4,0.006609966581,0.06236182726
5.0E-4,0.006443080093,0.06263373609
5.5E-4,0.006577120555,0.0625304704
6.0E-4,0.006410854174,0.06280918221
6.5E-4,0.006545556414,0.06270799084
7.0E-4,0.006379934835,0.06298649389
7.5E-4,0.006565350664,0.06286690731
8.0E-4,0.006400167259,0.06304924197
8.5E-4,0.006585691331,0.06286696067
9.0E-4,0.006420462143,0.06300909001
9.5E-4,0.006605783752,0.06280132471
0.001,0.006440306766,0.06292726934
0.00105,0.006575262867,0.06272556547
0.0011,0.006409654002,0.06293894111
0.00115,0.006544767781,0.06279366489
0.0012,0.006379462719,0.06304295905
0.00125,0.006565056796,0.06290378276
0.0013,0.006400029095,0.06307329631
0.00135,0.006635666303,0.06287451741
0.0014,0.00652022012,0.06281609207
0.00145,0.006654527348,0.06249542312
0.0015,0.006487987867,0.06263224705
0.00155,0.006621863304,0.06244010419
0.0016,0.006455253129,0.06266116664
0.00165,0.006539307533,0.06254751288
0.0017,0.006373276552,0.06289518383
0.00175,0.00650840447,0.06283754669
0.0018,0.006343353156,0.06314274234
0.00185,0.0065293965,0.06303806047
0.0019,0.006364895584,0.06322877727
0.00195,0.006551109454,0.06304997896
0.002,0.006386583596,0.06319362703
0.00205,0.006572604045,0.06298521255
0.0021,0.006407823212,0.0631102349
0.00215,0.006593507013,0.0628906256
0.0022,0.006428384325,0.06300869664
0.00225,0.006613679271,0.06278542621
0.0023,0.006448187415,0.06290133129
0.00235,0.006633078458,0.0626774931
0.0024,0.006467210637,0.06279321859
0.00245,0.006651697196,0.06257010077
0.0025,0.006485452667,0.06268649639
0.00255,0.006669540639,0.06246464988
0.0026,0.006502922869,0.06258209449
0.00265,0.006636601379,0.0623775833
0.0027,0.006469814157,0.06259073172
0.00275,0.006553619637,0.06247265157
0.0028,0.006387370259,0.06281808633
0.00285,0.006522221927,0.06276021688
0.0029,0.006356941573,0.06306596462
0.00295,0.006492660695,0.06297856729
0.003,0.006328127513,0.06326326964
0.00305,0.006564639681,0.06313575586
0.0031,0.006450252992,0.06312284791
0.00315,0.006635804784,0.06281498732
0.0032,0.006470352074,0.06287651104
0.00325,0.006655078241,0.06261761091
0.0033,0.006488967801,0.06271067365
0.00335,0.006623092455,0.06248919023
0.0034,0.006456685762,0.06269069047
0.00345,0.006590877287,0.06254041285
0.0035,0.006424724065,0.06278811472
0.00355,0.006559338226,0.06266691528
0.0036,0.006393668068,0.06293257205
0.00365,0.006528842405,0.0628211763
0.0037,0.006363733518,0.06309189775
0.00375,0.006499505912,0.06298163638
0.0038,0.006334969778,0.06325174648
0.00385,0.00652137997,0.06312312712
0.0039,0.006357204028,0.06329812262
0.00395,0.006543662233,0.06310862729
0.004,0.006379377871,0.06324524905
0.00405,0.006565587697,0.0630319088
0.0041,0.00640101011,0.06315362793
0.00415,0.006586857274,0.06293154617
0.0042,0.006421917175,0.0630478913
0.00425,0.006607361347,0.0628231915
0.0043,0.006442036123,0.06293804762
0.00435,0.006627067057,0.06271323362
0.0044,0.006461353086,0.06282820998
0.00445,0.006595949397,0.0626201388
0.0045,0.006430048056,0.06282972611
0.00455,0.006514740211,0.06270659308
0.0046,0.006349347348,0.06304630386
0.00465,0.006485045073,0.06298104495
0.0047,0.006320575377,0.06327974848
0.00475,0.006557168803,0.06316087662
0.0048,0.006393027677,0.06325162182
0.00485,0.006629229743,0.06300110269
0.0049,0.006464388315,0.06300861114
0.00495,0.006649541189,0.06271421319
0.005,0.006483764118,0.06278425493
0.00505,0.00666815829,0.06253142969
0.0051,0.006501764962,0.06262848386
0.00515,0.006635592748,0.06241019494
0.0052,0.006468919249,0.06261411119
0.00525,0.00660283147,0.06246625617
0.0053,0.006436420412,0.06271604682
0.00535,0.006570769213,0.06259712171
0.0054,0.006404845875,0.06286482423
0.00545,0.006539769034,0.06275565954
0.0055,0.006374417265,0.06302838577
0.00555,0.006559994204,0.06290446004
0.0056,0.006395028933,0.06308364161
0.00565,0.006630718515,0.06289094352
0.0057,0.006465499623,0.06293535119
0.00575,0.006650421555,0.06266506186
0.0058,0.006484449105,0.06275075376
0.00585,0.00666873318,0.06250836788
0.0059,0.006502222713,0.06261234775
0.00595,0.00663598867,0.06239875176
0.006,0.006469237954,0.06260588728
0.00605,0.006603114713,0.06246026191
0.0061,0.00643665166,0.0627116243
0.00615,0.006520940333,0.0626172198
0.0062,0.00635520337,0.06297660212
0.00625,0.006490654992,0.06292520006
0.0063,0.006325948735,0.06323341852
0.00635,0.006512338034,0.06312930975
0.0064,0.006348187203,0.06331977974
0.00645,0.00653474466,0.06313986388
0.0065,0.00637056377,0.06328246262
0.00655,0.006606953408,0.06306459269
0.0066,0.006442333512,0.06309295034
0.00665,0.006577796219,0.06282741002
0.0067,0.006412545733,0.06299924593
0.00675,0.006597878936,0.06281067274
0.0068,0.006432521803,0.0629488031
0.00685,0.006617621457,0.06273894676
0.0069,0.006451991709,0.0628635644
0.00695,0.006686774835,0.06263765941
0.007,0.006520634871,0.06266066105
0.00705,0.006704499563,0.06237776077
0.0071,0.006537511205,0.06245522433
0.00715,0.006720679058,0.06220938272
0.0072,0.006553121383,0.06231148114
0.00725,0.006685771073,0.06209888166
0.0073,0.00651797166,0.06230806433
0.00735,0.006700768232,0.06215128793
0.0074,0.006533083607,0.06231284044
0.00745,0.006665815299,0.06213997902
0.0075,0.00649819498,0.0623754491
0.00755,0.006581227871,0.06227471789
0.0076,0.006414269793,0.06263369605
0.00765,0.006448363829,0.06264195446
0.0077,0.006282922434,0.06313600353
0.00775,0.006319009954,0.06322239663
0.0078,0.006155705716,0.06375538889
0.00785,0.006294259428,0.0637979872
0.0079,0.006132745225,0.06415373229
0.00795,0.006322634368,0.06406427877
0.008,0.006161830446,0.06425779494
0.00805,0.006401971266,0.06406196193
0.0081,0.006290850508,0.0640084138
0.00815,0.006529724814,0.06366596018
0.0082,0.00641704481,0.06352169323
0.00825,0.00665395098,0.06312304515
0.0083,0.006489392056,0.06303740884
0.00835,0.006674527738,0.06268318524
0.0084,0.006508568635,0.06271456259
0.00845,0.006692647423,0.06243689491
0.0085,0.006525877502,0.06251778285
0.00855,0.006709284546,0.0622737928
0.0086,0.006541956777,0.06237702228
0.00865,0.006674850718,0.06216468521
0.0087,0.006507280601,0.06237373498
0.00875,0.006640300519,0.06223196299
0.0088,0.00647303763,0.06248748576
0.00885,0.006606541174,0.06237525903
0.0089,0.0064398195,0.06264919002
0.00895,0.006573947388,0.06254699508
0.009,0.006407848177,0.06282604387
0.00905,0.006592676421,0.06270897242
0.0091,0.006427016966,0.06289368371
0.00915,0.006611971182,0.06271449325
0.0092,0.006446270011,0.0628590105
0.00925,0.006631040307,0.062654075
0.0093,0.006465097943,0.06278211498
0.00935,0.006599529581,0.06258293606
0.0094,0.006433460457,0.06279857051
0.00945,0.00656806575,0.06265633906
0.0095,0.006402309311,0.06290850211
0.00955,0.006537368732,0.06278869159
0.0096,0.006372099705,0.06305433967
0.00965,0.006557760925,0.0629255224
0.0097,0.006392837193,0.06310151352
0.00975,0.006578554099,0.06291461508
0.0098,0.006413522853,0.06305357313
0.00985,0.006649043315,0.0628353639
0.0099,0.006483553152,0.06286349643
0.00995,0.006668177526,0.06258304599
0.01,0.006501853376,0.06266224055
0.01005,0.006635761506,0.06243203488
0.0101,0.006469067455,0.06262821734
0.01015,0.006653035907,0.06245933412
0.0102,0.006486372936,0.06261164949
0.01025,0.006670219316,0.06241406381
0.0103,0.006503361663,0.06254770958
0.01035,0.006636911755,0.06235420912
0.0104,0.006469961853,0.06257490784
0.01045,0.006603724937,0.06243860709
0.0105,0.006437123769,0.06269637975
0.01055,0.006621427384,0.06256716213
0.0106,0.006455155755,0.06274495694
0.01065,0.006639531596,0.06256281672
0.0107,0.00647318519,0.06270614127
0.01075,0.006657368279,0.06250181991
0.0108,0.006490776894,0.06263086618
0.01085,0.006624620102,0.06243365182
0.0109,0.006457909317,0.06265156828
0.01095,0.006591943245,0.06251256806
0.011,0.006425562663,0.06276810985
0.01105,0.006560076958,0.06265234945
