"Time","Subsystem #1|Substep|box|CTLs|Vars|Pload1","Subsystem #1|Substep|box|CTLs|Vars|Ppv1"
0.0119,403.7447462,407.847042
0.01195,401.0709998,407.9604718
0.012,406.2368727,407.7831418
0.01205,402.0523402,407.8289294
0.0121,407.0592624,407.6496908
0.01215,402.8428067,407.69031
0.0122,407.7932585,407.5023504
0.01225,403.5475928,407.5330604
0.0123,408.4189029,407.3333637
0.01235,402.557515,407.3598895
0.0124,407.6559434,407.2147735
0.01245,401.8158512,407.282047
0.0125,407.0002041,407.168314
0.01255,401.1787067,407.2605048
0.0126,406.4641592,407.1674795
0.01265,399.7150239,407.2796316
0.0127,404.6939845,407.2699665
0.01275,397.986937,407.4483368
0.0128,403.1729033,407.4933145
0.01285,397.4638122,407.7140441
0.0129,403.1790219,407.7305029
0.01295,400.5380281,407.9119098
0.013,405.8991824,407.78589
0.01305,403.1426511,407.8587507
0.0131,408.2629855,407.6464257
0.01315,404.0099694,407.6623573
0.0132,408.9770532,407.4554638
0.01325,402.1661162,407.4815153
0.0133,406.933062,407.4048183
0.01335,401.1170424,407.5271507
0.0134,406.4650606,407.4601196
0.01345,400.6627523,407.5916475
0.0135,406.0607182,407.5337681
0.01355,400.2704552,407.6737403
0.0136,405.7133252,407.6241009
0.01365,399.9336147,407.7715411
0.0137,405.4173039,407.7291225
0.01375,399.6467957,407.8830162
0.0138,405.1442591,407.8468086
0.01385,399.3823493,408.0061786
0.0139,404.9124511,407.9752252
0.01395,400.7917319,408.1315791
0.014,406.0866242,408.0392202
0.01405,401.9244333,408.1487251
0.0141,407.1782037,408.019304
0.01415,402.9767288,408.0991279
0.0142,408.1366599,407.9444414
0.01425,403.8995938,408.0029122
0.0143,408.9722957,407.8287295
0.01435,403.1014287,407.877593
0.0144,408.3679419,407.7537136
0.01445,402.5140961,407.8398483
0.0145,407.8045624,407.7442774
0.01455,401.9667727,407.8524911
0.0146,407.2995946,407.7748907
0.01465,401.4763823,407.897857
0.0147,406.8600987,407.8330271
0.01475,402.6691177,407.9592499
0.0148,407.8664604,407.8378843
0.01485,403.6389199,407.9211614
0.0149,408.7454305,407.7658679
0.01495,401.9378598,407.8321257
0.015,406.8846818,407.7881917
0.01505,401.0737184,407.9370624
0.0151,406.5658836,407.892995
0.01515,400.7646758,408.0435782
0.0152,406.2771002,408.0028411
0.01525,400.4848407,408.1571448
0.0153,406.0212649,408.1207191
0.01535,401.8689922,408.271543
0.0154,407.1545874,408.1735532
0.01545,402.9619343,408.2775354
0.0155,408.1356823,408.1426099
0.01555,403.9066983,408.2170833
0.0156,409.0322905,408.0571065
0.01565,404.7693672,408.1104502
0.0157,409.8108088,407.9312236
0.01575,405.5173003,407.9675469
0.0158,410.5326141,407.7719921
0.01585,406.2102513,407.7934136
0.0159,411.1362772,407.583137
0.01595,405.2022775,407.598595
0.016,410.3815199,407.4421315
0.01605,404.4684031,407.4981634
0.0161,409.6749133,407.3733812
0.01615,402.843125,407.4574729
0.0162,407.6810884,407.4223872
0.01625,400.8968814,407.5779509
0.0163,405.8866082,407.6020624
0.01635,401.7322897,407.7964926
0.0164,407.005469,407.7295654
0.01645,401.1901222,407.8645829
0.0165,406.7006383,407.81344
0.01655,402.5200325,407.9532222
0.0166,407.7704971,407.8462471
0.01665,400.9833204,407.9534474
0.0167,406.0017516,407.9459155
0.01675,401.8497652,408.1187024
0.0168,407.1478125,408.0378674
0.01685,402.9552177,408.1555947
0.0169,408.2124313,408.0322192
0.01695,402.3644155,408.1240836
0.017,407.7919016,408.039166
0.01705,401.9560804,408.1593761
0.0171,407.4071853,408.095777
0.01715,401.5826974,408.2322947
0.0172,407.0615299,408.1816936
0.01725,401.2473856,408.3285462
0.0173,406.7556577,408.2866651
0.01735,402.5830255,408.4330815
0.0174,407.8240689,408.3317546
